"","date","StationNo","HomeTeam","AwayTeam","Season","Round","Description","Rainfall","RainfallBand"
"691","29/06/2014",23090,"Adelaide","Port Adelaide",2014,"15","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"2279","29/06/2014",86038,"Collingwood","Carlton",2014,"15","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2481","4/07/2014",86038,"North Melbourne","Hawthorn",2014,"16","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2527","5/07/2014",86038,"Richmond","Brisbane Lions",2014,"16","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1210","5/07/2014",66212,"GW Sydney","Adelaide",2014,"16","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"801","5/07/2014",40764,"Gold Coast","Collingwood",2014,"16","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"705","5/07/2014",23090,"Port Adelaide","Essendon",2014,"16","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"372","5/07/2014",14015,"Melbourne","Fremantle",2014,"16","  14015 DARWIN AIRPORT                           -12.4239  130.8925 Jan 1941 Apr 2017   76.3  100   Y",NA,"No Rainfall Data Available"
"2573","6/07/2014",86038,"Carlton","St Kilda",2014,"16","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"315","6/07/2014",9225,"West Coast","Sydney",2014,"16","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2839","6/07/2014",87184,"Geelong","Western Bulldogs",2014,"16","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"639","11/07/2014",23090,"Adelaide","Hawthorn",2014,"17","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"1438","12/07/2014",86038,"Melbourne","Geelong",2014,"17","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2912","12/07/2014",94029,"North Melbourne","St Kilda",2014,"17","  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y",NA,"No Rainfall Data Available"
"725","12/07/2014",31011,"Western Bulldogs","Gold Coast",2014,"17","  31011 CAIRNS AERO                              -16.8736  145.7458 Sep 1942 Apr 2017   74.7  100   Y",NA,"No Rainfall Data Available"
"1009","12/07/2014",66062,"Sydney","Carlton",2014,"17","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"834","12/07/2014",40913,"Brisbane Lions","West Coast",2014,"17","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"1488","13/07/2014",86038,"Richmond","Port Adelaide",2014,"17","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1489","13/07/2014",86038,"Essendon","Collingwood",2014,"17","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"56","13/07/2014",9225,"Fremantle","GW Sydney",2014,"17","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1717","18/07/2014",86038,"Carlton","North Melbourne",2014,"18","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1757","19/07/2014",86038,"St Kilda","Fremantle",2014,"18","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1153","19/07/2014",66212,"GW Sydney","Geelong",2014,"18","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"665","20/07/2014",23090,"Port Adelaide","Melbourne",2014,"18","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"1846","20/07/2014",86038,"Western Bulldogs","Essendon",2014,"18","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"209","25/07/2014",9225,"West Coast","Richmond",2014,"18","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"920","26/07/2014",40913,"Brisbane Lions","Gold Coast",2014,"18","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"2136","26/07/2014",86038,"Hawthorn","Sydney",2014,"18","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2185","27/07/2014",86038,"Collingwood","Adelaide",2014,"18","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"285","31/07/2014",9225,"Fremantle","Carlton",2014,"19","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"997","1/08/2014",66062,"Sydney","Essendon",2014,"19","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"662","2/08/2014",23090,"Adelaide","West Coast",2014,"19","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"1808","2/08/2014",86038,"Richmond","GW Sydney",2014,"19","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1807","2/08/2014",86038,"North Melbourne","Geelong",2014,"19","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"758","2/08/2014",40764,"Gold Coast","St Kilda",2014,"19","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"2346","3/08/2014",86038,"Melbourne","Brisbane Lions",2014,"19","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2894","3/08/2014",91237,"Hawthorn","Western Bulldogs",2014,"19","  91237 LAUNCESTON (TI TREE BEND)                -41.4194  147.1219 May 1980 Apr 2017   37.0  100   Y",NA,"No Rainfall Data Available"
"2347","3/08/2014",86038,"Collingwood","Port Adelaide",2014,"19","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2673","8/08/2014",86038,"Richmond","Essendon",2014,"20","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1262","9/08/2014",70351,"GW Sydney","North Melbourne",2014,"20","  70351 CANBERRA AIRPORT                         -35.3088  149.2004 Sep 2008 Apr 2017    8.7   98   Y",NA,"No Rainfall Data Available"
"2727","9/08/2014",86038,"Carlton","Gold Coast",2014,"20","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2728","9/08/2014",86038,"Hawthorn","Melbourne",2014,"20","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2849","9/08/2014",87184,"Geelong","Fremantle",2014,"20","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"722","9/08/2014",23090,"Port Adelaide","Sydney",2014,"20","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"826","10/08/2014",40913,"Brisbane Lions","Adelaide",2014,"20","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"1355","10/08/2014",86038,"St Kilda","Western Bulldogs",2014,"20","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"24","10/08/2014",9225,"West Coast","Collingwood",2014,"20","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1587","15/08/2014",86038,"Carlton","Geelong",2014,"21","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1024","16/08/2014",66062,"Sydney","St Kilda",2014,"21","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"748","16/08/2014",40764,"Gold Coast","Port Adelaide",2014,"21","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"1631","16/08/2014",86038,"Essendon","West Coast",2014,"21","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"654","16/08/2014",23090,"Adelaide","Richmond",2014,"21","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"1632","16/08/2014",86038,"Collingwood","Brisbane Lions",2014,"21","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1683","17/08/2014",86038,"North Melbourne","Western Bulldogs",2014,"21","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1684","17/08/2014",86038,"Melbourne","GW Sydney",2014,"21","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"102","17/08/2014",9225,"Fremantle","Hawthorn",2014,"21","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"672","22/08/2014",23090,"Port Adelaide","Carlton",2014,"22","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"2916","23/08/2014",94029,"North Melbourne","Adelaide",2014,"22","  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y",NA,"No Rainfall Data Available"
"1989","23/08/2014",86038,"Essendon","Gold Coast",2014,"22","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1173","23/08/2014",66212,"GW Sydney","Collingwood",2014,"22","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"1990","23/08/2014",86038,"Hawthorn","Geelong",2014,"22","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"182","23/08/2014",9225,"West Coast","Melbourne",2014,"22","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"910","24/08/2014",40913,"Brisbane Lions","Fremantle",2014,"22","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"2046","24/08/2014",86038,"Western Bulldogs","Sydney",2014,"22","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2047","24/08/2014",86038,"Richmond","St Kilda",2014,"22","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2293","29/08/2014",86038,"Collingwood","Hawthorn",2014,"23","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2408","30/08/2014",86038,"Carlton","Essendon",2014,"23","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"279","30/08/2014",9225,"Fremantle","Port Adelaide",2014,"23","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1202","30/08/2014",66212,"Sydney","Richmond",2014,"23","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"2825","30/08/2014",87184,"Geelong","Brisbane Lions",2014,"23","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"2407","30/08/2014",86038,"North Melbourne","Melbourne",2014,"23","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"794","31/08/2014",40764,"Gold Coast","West Coast",2014,"23","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"700","31/08/2014",23090,"Adelaide","St Kilda",2014,"23","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"2445","31/08/2014",86038,"Western Bulldogs","GW Sydney",2014,"23","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2541","5/09/2014",86038,"Hawthorn","Geelong",2014,"qf","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1214","6/09/2014",66212,"Sydney","Fremantle",2014,"qf","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"2587","6/09/2014",86038,"North Melbourne","Essendon",2014,"ef","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"715","7/09/2014",23090,"Port Adelaide","Richmond",2014,"ef","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"1449","12/09/2014",86038,"North Melbourne","Geelong",2014,"sf","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"58","13/09/2014",9225,"Port Adelaide","Fremantle",2014,"sf","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1155","19/09/2014",66212,"Sydney","North Melbourne",2014,"pf","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"1861","20/09/2014",86038,"Hawthorn","Port Adelaide",2014,"pf","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2198","27/09/2014",86038,"Hawthorn","Sydney",2014,"gf","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1774","2/04/2015",86038,"Carlton","Richmond",2015,"1","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2456","4/04/2015",86038,"Melbourne","Gold Coast",2015,"1","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1206","4/04/2015",66212,"Sydney","Essendon",2015,"1","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"960","4/04/2015",40913,"Brisbane Lions","Collingwood",2015,"1","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"2455","4/04/2015",86038,"Western Bulldogs","West Coast",2015,"1","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2505","5/04/2015",86038,"St Kilda","GW Sydney",2015,"1","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"703","5/04/2015",23090,"Adelaide","North Melbourne",2015,"1","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"301","5/04/2015",9225,"Fremantle","Port Adelaide",2015,"1","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2549","6/04/2015",86038,"Hawthorn","Geelong",2015,"1","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"13","10/04/2015",9225,"West Coast","Carlton",2015,"2","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1370","11/04/2015",86038,"Richmond","Western Bulldogs",2015,"2","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1226","11/04/2015",70351,"GW Sydney","Melbourne",2015,"2","  70351 CANBERRA AIRPORT                         -35.3088  149.2004 Sep 2008 Apr 2017    8.7   98   Y",NA,"No Rainfall Data Available"
"1369","11/04/2015",86038,"Collingwood","Adelaide",2015,"2","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"735","11/04/2015",40764,"Gold Coast","St Kilda",2015,"2","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"637","11/04/2015",23090,"Port Adelaide","Sydney",2015,"2","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"2747","12/04/2015",87184,"Geelong","Fremantle",2015,"2","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"1414","12/04/2015",86038,"Essendon","Hawthorn",2015,"2","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1413","12/04/2015",86038,"North Melbourne","Brisbane Lions",2015,"2","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1645","17/04/2015",86038,"Collingwood","St Kilda",2015,"3","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1694","18/04/2015",86038,"Carlton","Essendon",2015,"3","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"656","18/04/2015",23090,"Adelaide","Melbourne",2015,"3","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"1029","18/04/2015",66062,"Sydney","GW Sydney",2015,"3","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"1693","18/04/2015",86038,"North Melbourne","Port Adelaide",2015,"3","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"869","18/04/2015",40913,"Brisbane Lions","Richmond",2015,"3","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"2870","19/04/2015",91237,"Hawthorn","Western Bulldogs",2015,"3","  91237 LAUNCESTON (TI TREE BEND)                -41.4194  147.1219 May 1980 Apr 2017   37.0  100   Y",NA,"No Rainfall Data Available"
"2772","19/04/2015",87184,"Geelong","Gold Coast",2015,"3","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"115","19/04/2015",9225,"West Coast","Fremantle",2015,"3","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2007","24/04/2015",86038,"Richmond","Melbourne",2015,"4","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"3","25/04/2015",0,"St Kilda","Carlton",2015,"4","#N/A",NA,"No Rainfall Data Available"
"2068","25/04/2015",86038,"Essendon","Collingwood",2015,"4","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1240","25/04/2015",70351,"GW Sydney","Gold Coast",2015,"4","  70351 CANBERRA AIRPORT                         -35.3088  149.2004 Sep 2008 Apr 2017    8.7   98   Y",NA,"No Rainfall Data Available"
"681","25/04/2015",23090,"Port Adelaide","Hawthorn",2015,"4","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"203","25/04/2015",9225,"Fremantle","Sydney",2015,"4","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"917","26/04/2015",40913,"Brisbane Lions","West Coast",2015,"4","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"2797","26/04/2015",87184,"Geelong","North Melbourne",2015,"4","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"2120","26/04/2015",86038,"Western Bulldogs","Adelaide",2015,"4","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1281","1/05/2015",86038,"Carlton","Collingwood",2015,"5","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1785","2/05/2015",86038,"Richmond","Geelong",2015,"5","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1037","2/05/2015",66062,"Sydney","Western Bulldogs",2015,"5","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"755","2/05/2015",40764,"Gold Coast","Brisbane Lions",2015,"5","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"1784","2/05/2015",86038,"North Melbourne","Hawthorn",2015,"5","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"128","2/05/2015",9225,"West Coast","GW Sydney",2015,"5","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2320","3/05/2015",86038,"Melbourne","Fremantle",2015,"5","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2319","3/05/2015",86038,"St Kilda","Essendon",2015,"5","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"694","3/05/2015",23090,"Adelaide","Port Adelaide",2015,"5","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
"2649","8/05/2015",86038,"Collingwood","Geelong",2015,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2925","9/05/2015",94029,"North Melbourne","Richmond",2015,"6","  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y",NA,"No Rainfall Data Available"
"2701","9/05/2015",86038,"Western Bulldogs","St Kilda",2015,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1221","9/05/2015",66212,"GW Sydney","Hawthorn",2015,"6","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"812","9/05/2015",40764,"Gold Coast","Adelaide",2015,"6","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"2702","9/05/2015",86038,"Melbourne","Sydney",2015,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"346","9/05/2015",9225,"Fremantle","Essendon",2015,"6","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1331","10/05/2015",86038,"Carlton","Brisbane Lions",2015,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"635","10/05/2015",23090,"Port Adelaide","West Coast",2015,"6","  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y",NA,"No Rainfall Data Available"
