Venue,HomeTeam,AwayTeam,League,HomeScore,AwayScore,HomeScoreDiff,HomeResult,Season,Round,time,attendance,date,TimeOfDay,SeasonSection,HomeState,AwayState,Interstate,HomeGroundStatus,GroundDescription,Description,StationNo,Year.y,Month,Day,Rainfall,Daily.global.solar.exposure..MJ.m.m.
Adelaide Oval,Port Adelaide,Brisbane Lions,AFL,121,81,40,1,2017,13,1605,31772,17/06/2017,Day,Regular Season,SA,QLD,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,6,17,1.4,8.8
Adelaide Oval,Adelaide,Port Adelaide,AFL,130,46,84,1,2017,20,1610,45028,6/08/2017,Day,Regular Season,SA,SA,FALSE,0,Both Teams Home Or Opposite,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,8,6,10.4,7
Adelaide Oval,Port Adelaide,Richmond,AFL,132,75,57,1,2014,ef,1450,49886,7/09/2014,Day,Finals,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,9,7,0,18.3
Adelaide Oval,Adelaide,Fremantle,AFL,143,43,100,1,2017,10,1910,42415,27/05/2017,Night,Regular Season,SA,WA,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2017,5,27,0,10.5
Adelaide Oval,Adelaide,Essendon,AFL,143,61,82,1,2016,19,1610,44264,31/07/2016,Day,One Team Out Of Finals Contention,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2016,7,31,3.8,8.7
Adelaide Oval,Adelaide,St Kilda,AFL,141,62,79,1,2014,23,1450,44969,31/08/2014,Day,One Team Out Of Finals Contention,SA,VIC,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,2014,8,31,0,9.9
Adelaide Oval,Port Adelaide,Fremantle,AFL,NA,NA,NA,NA,2018,1,1605,NA,24/03/2018,Day,Regular Season,SA,WA,TRUE,1,Adelaide Oval,  23090 ADELAIDE (KENT TOWN)                     -34.9211  138.6216 Feb 1977 Apr 2017   40.3   99   Y,23090,NA,NA,NA,NA,NA
Bellerive Oval,North Melbourne,Melbourne,AFL,136,131,5,1,2016,3,1310,12607,10/04/2016,Day,Regular Season,VIC,VIC,FALSE,1,Bellerive Oval,  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y,94029,2016,4,10,0,13.1
Bellerive Oval,North Melbourne,Sydney,AFL,92,131,-39,0,2013,3,1345,13223,13/04/2013,Day,Regular Season,VIC,NSW,TRUE,1,Bellerive Oval,  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y,94029,2013,4,13,0.2,3.5
Bellerive Oval,North Melbourne,GW Sydney,AFL,183,54,129,1,2012,2,1310,11127,8/04/2012,Day,Regular Season,VIC,NSW,TRUE,1,Bellerive Oval,  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y,94029,NA,NA,NA,NA,NA
Bellerive Oval,North Melbourne,Port Adelaide,AFL,93,83,10,1,2013,6,1410,10265,4/05/2013,Day,Regular Season,VIC,SA,TRUE,1,Bellerive Oval,  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y,94029,2013,5,4,6.2,6
Bellerive Oval,North Melbourne,GW Sydney,AFL,67,109,-42,0,2017,3,1345,8758,8/04/2017,Day,Regular Season,VIC,NSW,TRUE,1,Bellerive Oval,  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y,94029,2017,4,8,0,9.7
Bellerive Oval,North Melbourne,Melbourne,AFL,76,72,4,1,2017,19,1345,13939,29/07/2017,Day,One Team Out Of Finals Contention,VIC,VIC,FALSE,1,Bellerive Oval,  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y,94029,2017,7,29,0.2,8.3
Bellerive Oval,North Melbourne,Sydney,AFL,76,85,-9,0,2016,22,1345,16495,20/08/2016,Day,Regular Season,VIC,NSW,TRUE,1,Bellerive Oval,  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y,94029,2016,8,20,0.8,6
Bellerive Oval,North Melbourne,Richmond,AFL,109,74,35,1,2015,6,1345,17544,9/05/2015,Day,Regular Season,VIC,VIC,FALSE,1,Bellerive Oval,  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y,94029,2015,5,9,0,4.6
Bellerive Oval,North Melbourne,St Kilda,AFL,92,33,59,1,2014,17,1410,10641,12/07/2014,Day,One Team Out Of Finals Contention,VIC,VIC,FALSE,1,Bellerive Oval,  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y,94029,2014,7,12,0,5.3
Bellerive Oval,North Melbourne,West Coast,AFL,84,86,-2,0,2012,15,1345,14113,7/07/2012,Day,Regular Season,VIC,WA,TRUE,1,Bellerive Oval,  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y,94029,NA,NA,NA,NA,NA
Bellerive Oval,North Melbourne,Richmond,AFL,124,54,70,1,2016,11,1950,17844,3/06/2016,Night,Regular Season,VIC,VIC,FALSE,1,Bellerive Oval,  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y,94029,2016,6,3,0,7
Bellerive Oval,North Melbourne,Adelaide,AFL,145,86,59,1,2017,7,1345,10064,6/05/2017,Day,Regular Season,VIC,SA,TRUE,1,Bellerive Oval,  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y,94029,2017,5,6,0,5.3
Bellerive Oval,North Melbourne,Adelaide,AFL,101,94,7,1,2014,22,1345,10702,23/08/2014,Day,Regular Season,VIC,SA,TRUE,1,Bellerive Oval,  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y,94029,2014,8,23,0,9.7
Bellerive Oval,North Melbourne,St Kilda,AFL,120,83,37,1,2015,20,1410,14346,15/08/2015,Day,One Team Out Of Finals Contention,VIC,VIC,FALSE,1,Bellerive Oval,  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y,94029,2015,8,15,1,10
Bellerive Oval,North Melbourne,West Coast,AFL,85,75,10,1,2015,10,1520,12011,7/06/2015,Day,Regular Season,VIC,WA,TRUE,1,Bellerive Oval,  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y,94029,2015,6,7,0.2,3.9
Blacktown,GW Sydney,West Coast,AFL,69,150,-81,0,2012,3,1310,6875,15/04/2012,Day,Regular Season,NSW,WA,TRUE,0,Other Venue,  67119 HORSLEY PARK EQUESTRIAN CENTRE AWS       -33.8510  150.8567 Sep 1997 Apr 2017   19.7   96   Y,67119,NA,NA,NA,NA,NA
Carrara,Gold Coast,Hawthorn,AFL,49,148,-99,0,2014,4,1940,17729,12/04/2014,Night,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2014,4,12,0,18.9
Carrara,Gold Coast,St Kilda,AFL,54,74,-20,0,2011,19,1910,17482,30/07/2011,Night,One Team Out Of Finals Contention,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Gold Coast,Fremantle,AFL,46,53,-7,0,2015,11,1340,8911,13/06/2015,Day,Regular Season,QLD,WA,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2015,6,13,2,8.6
Carrara,Gold Coast,Geelong,AFL,118,78,40,1,2014,14,1640,18236,21/06/2014,Day,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2014,6,21,0,12.8
Carrara,Gold Coast,North Melbourne,AFL,80,87,-7,0,2012,12,1940,10170,16/06/2012,Night,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Gold Coast,West Coast,AFL,83,83,0,0,2015,18,1920,9341,1/08/2015,Night,One Team Out Of Finals Contention,QLD,WA,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2015,8,1,0,15.5
Carrara,Gold Coast,North Melbourne,AFL,63,122,-59,0,2011,12,1910,14945,11/06/2011,Night,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Richmond,Adelaide,AFL,85,102,-17,0,2009,14,1910,11174,4/07/2009,Night,Regular Season,VIC,SA,TRUE,0,Both Teams Home Or Opposite,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Gold Coast,St Kilda,AFL,108,68,40,1,2016,15,1340,14071,2/07/2016,Day,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2016,7,2,0,13.9
Carrara,Gold Coast,Collingwood,AFL,63,132,-69,0,2015,8,1635,16440,23/05/2015,Day,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2015,5,23,0.2,13.6
Carrara,Gold Coast,Melbourne,AFL,87,160,-73,0,2016,7,1710,12780,7/05/2016,Day,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2016,5,7,0,17.3
Carrara,Gold Coast,West Coast,AFL,99,151,-52,0,2014,23,1310,11840,31/08/2014,Day,Regular Season,QLD,WA,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2014,8,31,0,19.2
Carrara,Gold Coast,Hawthorn,AFL,97,106,-9,0,2011,24,1310,19314,3/09/2011,Day,One Team Out Of Finals Contention,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Gold Coast,Essendon,AFL,88,105,-17,0,2012,3,1940,17069,14/04/2012,Night,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Gold Coast,Adelaide,AFL,86,153,-67,0,2017,5,1635,12672,22/04/2017,Day,Regular Season,QLD,SA,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2017,4,22,16.8,16.8
Carrara,Gold Coast,North Melbourne,AFL,81,119,-38,0,2016,5,1635,13351,23/04/2016,Day,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2016,4,23,0,18.8
Carrara,Gold Coast,GW Sydney,AFL,109,79,30,1,2012,20,1640,14657,11/08/2012,Day,One Team Out Of Finals Contention,QLD,NSW,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Gold Coast,Carlton,AFL,77,120,-43,0,2013,18,1345,19460,27/07/2013,Day,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2013,7,27,0.2,14.5
Carrara,Gold Coast,Sydney,AFL,74,109,-35,0,2014,12,1520,21354,8/06/2014,Day,Regular Season,QLD,NSW,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2014,6,8,0,12.5
Carrara,Gold Coast,St Kilda,AFL,90,77,13,1,2013,1,1845,13832,30/03/2013,Night,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2013,3,30,0,13.7
Carrara,Gold Coast,Adelaide,AFL,68,137,-69,0,2012,1,1545,12790,31/03/2012,Day,Regular Season,QLD,SA,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Gold Coast,North Melbourne,AFL,NA,NA,NA,NA,2018,1,1825,NA,24/03/2018,Night,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Gold Coast,Carlton,AFL,98,86,12,1,2012,22,1940,15251,25/08/2012,Night,One Team Out Of Finals Contention,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Gold Coast,Sydney,AFL,41,93,-52,0,2015,10,1635,13068,6/06/2015,Day,Regular Season,QLD,NSW,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2015,6,6,0,12.7
Carrara,Gold Coast,Adelaide,AFL,78,119,-41,0,2015,6,1710,12464,9/05/2015,Day,Regular Season,QLD,SA,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2015,5,9,0,14.5
Carrara,Gold Coast,Collingwood,AFL,85,78,7,1,2013,17,1640,19721,20/07/2013,Day,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2013,7,20,21.2,9.7
Carrara,Gold Coast,Adelaide,AFL,74,149,-75,0,2016,9,1410,11692,21/05/2016,Day,Regular Season,QLD,SA,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2016,5,21,NA,14.2
Carrara,Gold Coast,Geelong,AFL,73,139,-66,0,2011,10,1920,21485,28/05/2011,Night,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,North Melbourne,West Coast,AFL,89,83,6,1,2008,8,1910,6354,17/05/2008,Night,Regular Season,VIC,WA,TRUE,0,Both Teams Home Or Opposite,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,North Melbourne,Carlton,AFL,147,130,17,1,2007,8,1910,11647,19/05/2007,Night,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,North Melbourne,Adelaide,AFL,54,100,-46,0,2007,12,1915,11178,16/06/2007,Night,Regular Season,VIC,SA,TRUE,0,Both Teams Home Or Opposite,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Gold Coast,Collingwood,AFL,80,75,5,1,2014,16,1640,24032,5/07/2014,Day,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2014,7,5,1.2,13.2
Carrara,Gold Coast,North Melbourne,AFL,66,51,15,1,2013,11,1940,10891,8/06/2013,Night,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2013,6,8,0,6.7
Carrara,Gold Coast,GW Sydney,AFL,134,94,40,1,2014,6,1340,11504,26/04/2014,Day,Regular Season,QLD,NSW,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2014,4,26,0,16
Carrara,Gold Coast,Essendon,AFL,57,90,-33,0,2017,22,1925,16817,19/08/2017,Night,One Team Out Of Finals Contention,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2017,8,19,0,18
Carrara,Gold Coast,Brisbane Lions,AFL,48,59,-11,0,2012,17,1640,16550,21/07/2012,Day,One Team Out Of Finals Contention,QLD,QLD,FALSE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Hawthorn,Brisbane Lions,AFL,66,106,-40,0,2006,7,1910,12315,13/05/2006,Night,Regular Season,VIC,QLD,TRUE,0,Both Teams Home Or Opposite,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Gold Coast,North Melbourne,AFL,118,99,19,1,2017,15,1635,12779,1/07/2017,Day,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2017,7,1,NA,13.8
Carrara,Gold Coast,Richmond,AFL,87,69,18,1,2014,1,1855,19425,15/03/2014,Night,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2014,3,15,0.4,23
Carrara,North Melbourne,Brisbane Lions,AFL,92,84,8,1,2008,18,1910,10037,2/08/2008,Night,Regular Season,VIC,QLD,TRUE,0,Both Teams Home Or Opposite,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Gold Coast,Port Adelaide,AFL,66,89,-23,0,2016,23,1925,9213,27/08/2016,Night,One Team Out Of Finals Contention,QLD,SA,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2016,8,27,1.8,19.1
Carrara,Gold Coast,Melbourne,AFL,90,77,13,1,2013,20,1940,13840,10/08/2013,Night,One Team Out Of Finals Contention,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2013,8,10,0,17
Carrara,Gold Coast,Port Adelaide,AFL,51,88,-37,0,2015,22,1920,9343,29/08/2015,Night,One Team Out Of Finals Contention,QLD,SA,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2015,8,29,0.2,16.3
Carrara,Gold Coast,Essendon,AFL,97,95,2,1,2015,21,1635,16253,22/08/2015,Day,One Team Out Of Finals Contention,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2015,8,22,18.8,13.4
Carrara,North Melbourne,St Kilda,AFL,69,84,-15,0,2008,14,1910,9128,28/06/2008,Night,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Gold Coast,Brisbane Lions,AFL,96,98,-2,0,2017,1,1905,12710,25/03/2017,Night,Regular Season,QLD,QLD,FALSE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2017,3,25,6.6,17.1
Carrara,Gold Coast,Sydney,AFL,54,126,-72,0,2012,18,1940,11169,28/07/2012,Night,One Team Out Of Finals Contention,QLD,NSW,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Gold Coast,Sydney,AFL,36,106,-70,0,2011,16,1910,16488,9/07/2011,Night,Regular Season,QLD,NSW,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Gold Coast,Sydney,AFL,41,79,-38,0,2016,11,1925,4368,4/06/2016,Night,Regular Season,QLD,NSW,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2016,6,4,73,3
Carrara,Gold Coast,GW Sydney,AFL,84,92,-8,0,2016,20,1635,9108,6/08/2016,Day,One Team Out Of Finals Contention,QLD,NSW,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2016,8,6,0,15.2
Carrara,Gold Coast,Port Adelaide,AFL,66,104,-38,0,2013,4,1940,11332,20/04/2013,Night,Regular Season,QLD,SA,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2013,4,20,0,19.7
Carrara,Gold Coast,Essendon,AFL,121,60,61,1,2016,1,1535,16239,26/03/2016,Day,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2016,3,26,0,21.7
Carrara,Carlton,Fremantle,AFL,81,88,-7,0,2009,7,1910,10294,9/05/2009,Night,Regular Season,VIC,WA,TRUE,0,Both Teams Home Or Opposite,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Gold Coast,Hawthorn,AFL,139,53,86,1,2017,3,1640,14728,9/04/2017,Day,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2017,4,9,1,19
Carrara,Gold Coast,GW Sydney,AFL,146,63,83,1,2013,23,1310,13080,1/09/2013,Day,One Team Out Of Finals Contention,QLD,NSW,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2013,9,1,0,15.8
Carrara,Gold Coast,Fremantle,AFL,54,99,-45,0,2013,6,1940,10552,4/05/2013,Night,Regular Season,QLD,WA,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2013,5,4,0,17.7
Carrara,St Kilda,Melbourne,AFL,83,46,37,1,2009,10,1910,9112,30/05/2009,Night,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Gold Coast,Brisbane Lions,AFL,92,94,-2,0,2013,3,1940,12961,13/04/2013,Night,Regular Season,QLD,QLD,FALSE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2013,4,13,30,5
Carrara,Gold Coast,Geelong,AFL,124,99,25,1,2017,7,1925,13648,6/05/2017,Night,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2017,5,6,0,15.8
Carrara,Gold Coast,Port Adelaide,AFL,47,56,-9,0,2014,21,1410,10042,16/08/2014,Day,Regular Season,QLD,SA,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2014,8,16,1.8,4.5
Carrara,Gold Coast,St Kilda,AFL,76,104,-28,0,2015,2,1920,13649,11/04/2015,Night,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2015,4,11,0,15.4
Carrara,Gold Coast,Geelong,AFL,96,110,-14,0,2012,15,1515,15824,8/07/2012,Day,One Team Out Of Finals Contention,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Gold Coast,North Melbourne,AFL,125,70,55,1,2015,14,1640,14444,4/07/2015,Day,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2015,7,4,0,12.8
Carrara,Gold Coast,Carlton,AFL,73,83,-10,0,2017,13,1925,11936,17/06/2017,Night,Regular Season,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2017,6,17,1.8,9.4
Carrara,Gold Coast,Collingwood,AFL,75,129,-54,0,2011,18,1910,23302,23/07/2011,Night,One Team Out Of Finals Contention,QLD,VIC,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,NA,NA,NA,NA,NA
Carrara,Gold Coast,GW Sydney,AFL,79,94,-15,0,2015,16,1410,9589,18/07/2015,Day,One Team Out Of Finals Contention,QLD,NSW,TRUE,1,Carrara,  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y,40764,2015,7,18,0,14.6
